
   Bytes sent (11545769)   |   Avg RTT (ms)   |   Estimated RTT (ms)   |   Avg Bandwidth (KB/s)   |   Estimated Bandwidth (KB/s)   
           1024         |       0.04       |              0.04        |            25321.80        |               23677.47   
           1024         |       0.04       |              0.04        |            25327.72        |               27059.97   
           1024         |       0.04       |              0.03        |            25333.64        |               30925.68   
           1024         |       0.04       |              0.03        |            25339.56        |               35343.63   
           1024         |       0.04       |              0.03        |            25345.48        |               40392.72   
           1024         |       0.04       |              0.15        |            25205.70        |                6957.36   
           1024         |       0.04       |              0.13        |            25211.59        |                7951.27   
           1024         |       0.04       |              0.11        |            25217.47        |                9087.17   
           1024         |       0.04       |              0.10        |            25223.36        |               10385.33   
           1024         |       0.04       |              0.09        |            25229.24        |               11868.95   
           1024         |       0.04       |              0.08        |            25235.13        |               13564.52   
           1024         |       0.04       |              0.07        |            25241.01        |               15502.31   
           1024         |       0.04       |              0.06        |            25246.90        |               17716.92   
           1024         |       0.04       |              0.05        |            25252.78        |               20247.91   
           1024         |       0.04       |              0.04        |            25258.67        |               23140.47   
           1024         |       0.04       |              0.04        |            25264.55        |               26446.25   
           1024         |       0.04       |              0.03        |            25270.44        |               30224.29   
           1024         |       0.04       |              0.03        |            25276.32        |               34542.04   
           1024         |       0.04       |              0.03        |            25282.21        |               39476.62   
           1024         |       0.04       |              0.02        |            25288.09        |               45116.13   
           1024         |       0.04       |              0.02        |            25293.98        |               51561.30   
           1024         |       0.04       |              0.14        |            25155.29        |                7192.15   
           1024         |       0.04       |              0.12        |            25161.14        |                8219.60   
           1024         |       0.04       |              0.11        |            25166.99        |                9393.83   
           1024         |       0.04       |              0.10        |            25172.85        |               10735.81   
           1024         |       0.04       |              0.08        |            25178.70        |               12269.50   
           1024         |       0.04       |              0.07        |            25184.55        |               14022.28   
           1024         |       0.04       |              0.06        |            25190.40        |               16025.47   
           1024         |       0.04       |              0.06        |            25196.25        |               18314.82   
           1024         |       0.04       |              0.05        |            25202.10        |               20931.22   
           1024         |       0.04       |              0.04        |            25207.95        |               23921.39   
           1024         |       0.04       |              0.04        |            25213.81        |               27338.74   
           1024         |       0.04       |              0.03        |            25219.66        |               31244.27   
           1024         |       0.04       |              0.03        |            25225.51        |               35707.74   
           1024         |       0.04       |              0.03        |            25231.36        |               40808.84   
           1024         |       0.04       |              0.02        |            25237.21        |               46638.68   
           1024         |       0.04       |              0.02        |            25243.06        |               53301.35   
           1024         |       0.04       |              0.02        |            25248.91        |               60915.82   
           1024         |       0.04       |              0.01        |            25254.77        |               69618.09   
           1024         |       0.04       |              0.01        |            25260.62        |               79563.53   
           1024         |       0.04       |              0.01        |            25266.47        |               90929.74   
           1024         |       0.04       |              0.01        |            25272.32        |              103919.71   
           1024         |       0.04       |              0.01        |            25278.17        |              118765.38   
           1024         |       0.04       |              0.13        |            25140.36        |                7725.72   
           1024         |       0.04       |              0.12        |            25146.18        |                8829.39   
           1024         |       0.04       |              0.10        |            25152.00        |               10090.74   
           1024         |       0.04       |              0.09        |            25157.82        |               11532.27   
           1024         |       0.04       |              0.08        |            25163.64        |               13179.74   
           1024         |       0.04       |              0.07        |            25169.45        |               15062.56   
           1024         |       0.04       |              0.06        |            25175.27        |               17214.35   
           1024         |       0.04       |              0.05        |            25181.09        |               19673.54   
           1024         |       0.04       |              0.05        |            25186.91        |               22484.05   
           1024         |       0.04       |              0.04        |            25192.73        |               25696.06   
           1024         |       0.04       |              0.03        |            25198.55        |               29366.92   
           1024         |       0.04       |              0.03        |            25204.36        |               33562.20   
           1024         |       0.04       |              0.03        |            25210.18        |               38356.79   
           1024         |       0.04       |              0.02        |            25216.00        |               43836.34   
           1024         |       0.04       |              0.02        |            25221.82        |               50098.67   
           1024         |       0.04       |              0.02        |            25227.64        |               57255.62   
           1024         |       0.04       |              0.02        |            25233.45        |               65435.00   
           1024         |       0.04       |              0.01        |            25239.27        |               74782.86   
           1024         |       0.04       |              0.01        |            25245.09        |               85466.12   
           1024         |       0.04       |              0.01        |            25250.91        |               97675.57   
           1024         |       0.04       |              0.01        |            25256.73        |              111629.22   
           1024         |       0.04       |              0.01        |            25262.55        |              127576.25   
           1024         |       0.04       |              0.01        |            25268.36        |              145801.43   
           1024         |       0.04       |              0.01        |            25274.18        |              166630.20   
           1024         |       0.04       |              0.01        |            25280.00        |              190434.52   
           1024         |       0.04       |              0.00        |            25285.82        |              217639.45   
           1024         |       0.04       |              0.00        |            25291.64        |              248730.80   
           1024         |       0.04       |              0.00        |            25297.45        |              284263.77   
           1024         |       0.04       |              0.00        |            25303.27        |              324872.88   
           1024         |       0.04       |              0.00        |            25309.09        |              371283.29   
           1024         |       0.04       |              0.00        |            25314.91        |              424323.76   
           1024         |       0.04       |              0.00        |            25320.73        |              484941.45   
           1024         |       0.04       |              0.00        |            25326.55        |              554218.79   
           1024         |       0.04       |              0.00        |            25332.36        |              633392.91   
           1024         |       0.04       |              0.00        |            25338.18        |              723877.61   
           1024         |       0.04       |              0.00        |            25344.00        |              827288.70   
           1024         |       0.04       |              0.00        |            25349.82        |              945472.80   
           1024         |       0.04       |              0.00        |            25355.64        |             1080540.34   
           1024         |       0.04       |              0.00        |            25361.45        |             1234903.24   
           1024         |       0.04       |              0.00        |            25367.27        |             1411317.99   
           1024         |       0.04       |              0.00        |            25373.09        |             1612934.85   
           1024         |       0.04       |              0.00        |            25378.91        |             1843354.11   
           1024         |       0.04       |              0.00        |            25384.73        |             2106690.42   
           1024         |       0.04       |              0.00        |            25390.55        |             2407646.19   
           1024         |       0.04       |              0.00        |            25396.36        |             2751595.65   
           1024         |       0.04       |              0.00        |            25402.18        |             3144680.74   
           1024         |       0.04       |              0.00        |            25408.00        |             3593920.84   
           1024         |       0.04       |              0.00        |            25413.82        |             4107338.11   
           1024         |       0.04       |              0.00        |            25419.64        |             4694100.69   
           1024         |       0.04       |              0.00        |            25425.45        |             5364686.51   
           1024         |       0.04       |              0.00        |            25431.27        |             6131070.29   
           1024         |       0.04       |              0.00        |            25437.09        |             7006937.48   
           1024         |       0.04       |              0.00        |            25442.91        |             8007928.54   
           1024         |       0.04       |              0.00        |            25448.73        |             9151918.34   
           1024         |       0.04       |              0.00        |            25454.55        |            10459335.24   
           1024         |       0.04       |              0.00        |            25460.36        |            11953525.99   
           1024         |       0.04       |              0.00        |            25466.18        |            13661172.56   
           1024         |       0.04       |              0.00        |            25472.00        |            15612768.64   
           1024         |       0.04       |              0.00        |            25477.82        |            17843164.16   
           1024         |       0.04       |              0.00        |            25483.64        |            20392187.61   
           1024         |       0.04       |              0.00        |            25489.45        |            23305357.27   
           1024         |       0.04       |              0.00        |            25495.27        |            26634694.02   
           1024         |       0.04       |              0.00        |            25501.09        |            30439650.31   
           1024         |       0.04       |              0.00        |            25506.91        |            34788171.79   
           1024         |       0.04       |              0.13        |            25368.59        |                8190.31   
           1024         |       0.04       |              0.11        |            25374.37        |                9360.36   
           1024         |       0.04       |              0.10        |            25380.16        |               10697.55   
           1024         |       0.04       |              0.21        |            25243.33        |                4905.21   
           1024         |       0.04       |              0.18        |            25249.08        |                5605.96   
           1024         |       0.04       |              0.16        |            25254.83        |                6406.81   
           1024         |       0.04       |              0.14        |            25260.58        |                7322.07   
           1024         |       0.04       |              0.12        |            25266.34        |                8368.08   
           1024         |       0.04       |              0.11        |            25272.09        |                9563.52   
           1024         |       0.04       |              0.09        |            25277.84        |               10929.73   
           1024         |       0.04       |              0.08        |            25283.60        |               12491.12   
           1024         |       0.04       |              0.07        |            25289.35        |               14275.57   
           1024         |       0.04       |              0.06        |            25295.10        |               16314.94   
           1024         |       0.04       |              0.05        |            25300.85        |               18645.64   
           1024         |       0.04       |              0.05        |            25306.61        |               21309.31   
           1024         |       0.04       |              0.04        |            25312.36        |               24353.49   
           1024         |       0.04       |              0.04        |            25318.11        |               27832.56   
           1024         |       0.04       |              0.03        |            25323.87        |               31808.64   
           1024         |       0.04       |              0.03        |            25329.62        |               36352.74   
           1024         |       0.04       |              0.02        |            25335.37        |               41545.98   
           1024         |       0.04       |              0.02        |            25341.12        |               47481.12   
           1024         |       0.04       |              0.02        |            25346.88        |               54264.14   
           1024         |       0.04       |              0.02        |            25352.63        |               62016.16   
           1024         |       0.04       |              0.14        |            25216.72        |                7343.25   
           1024         |       0.04       |              0.12        |            25222.44        |                8392.28   
           1024         |       0.04       |              0.11        |            25228.16        |                9591.18   
           1024         |       0.04       |              0.09        |            25233.88        |               10961.35   
           1024         |       0.04       |              0.08        |            25239.60        |               12527.26   
           1024         |       0.04       |              0.07        |            25245.32        |               14316.86   
           1024         |       0.04       |              0.06        |            25251.04        |               16362.13   
           1024         |       0.04       |              0.05        |            25256.76        |               18699.58   
           1024         |       0.04       |              0.05        |            25262.48        |               21370.94   
           1024         |       0.04       |              0.04        |            25268.20        |               24423.94   
           1024         |       0.04       |              0.04        |            25273.92        |               27913.07   
           1024         |       0.04       |              0.03        |            25279.64        |               31900.65   
           1024         |       0.04       |              0.03        |            25285.36        |               36457.89   
           1024         |       0.04       |              0.02        |            25291.08        |               41666.16   
           1024         |       0.04       |              0.02        |            25296.80        |               47618.47   
           1024         |       0.04       |              0.02        |            25302.53        |               54421.10   
           1024         |       0.04       |              0.02        |            25308.25        |               62195.55   
           1024         |       0.04       |              0.01        |            25313.97        |               71080.63   
           1024         |       0.04       |              0.01        |            25319.69        |               81235.00   
           1024         |       0.04       |              0.01        |            25325.41        |               92840.00   
           1024         |       0.04       |              0.01        |            25331.13        |              106102.86   
           1024         |       0.04       |              0.01        |            25336.85        |              121260.41   
           1024         |       0.04       |              0.13        |            25201.78        |                7734.78   
           1024         |       0.04       |              0.12        |            25207.47        |                8839.75   
           1024         |       0.04       |              0.10        |            25213.16        |               10102.57   
           1024         |       0.04       |              0.09        |            25218.84        |               11545.79   
           1024         |       0.04       |              0.08        |            25224.53        |               13195.19   
           1024         |       0.04       |              0.07        |            25230.22        |               15080.22   
           1024         |       0.04       |              0.06        |            25235.91        |               17234.53   
           1024         |       0.04       |              0.05        |            25241.60        |               19696.61   
           1024         |       0.04       |              0.05        |            25247.29        |               22510.41   
           1024         |       0.04       |              0.04        |            25252.98        |               25726.19   
           1024         |       0.04       |              0.03        |            25258.67        |               29401.35   
           1024         |       0.04       |              0.03        |            25264.36        |               33601.55   
           1024         |       0.04       |              0.03        |            25270.04        |               38401.77   
           1024         |       0.04       |              0.02        |            25275.73        |               43887.74   
           1024         |       0.04       |              0.02        |            25281.42        |               50157.41   
           1024         |       0.04       |              0.02        |            25287.11        |               57322.76   
           1024         |       0.04       |              0.02        |            25292.80        |               65511.72   
           1024         |       0.04       |              0.01        |            25298.49        |               74870.54   
           1024         |       0.04       |              0.01        |            25304.18        |               85566.33   
           1024         |       0.04       |              0.01        |            25309.87        |               97790.09   
           1024         |       0.04       |              0.01        |            25315.56        |              111760.11   
           1024         |       0.04       |              0.01        |            25321.24        |              127725.84   
           1024         |       0.04       |              0.01        |            25326.93        |              145972.38   
           1024         |       0.04       |              0.01        |            25332.62        |              166825.58   
           1024         |       0.04       |              0.01        |            25338.31        |              190657.81   
           1024         |       0.04       |              0.00        |            25344.00        |              217894.64   
           1024         |       0.04       |              0.00        |            25349.69        |              249022.44   
           1024         |       0.04       |              0.00        |            25355.38        |              284597.08   
           1024         |       0.04       |              0.00        |            25361.07        |              325253.80   
           1024         |       0.04       |              0.00        |            25366.76        |              371718.63   
           1024         |       0.04       |              0.00        |            25372.44        |              424821.30   
           1024         |       0.04       |              0.00        |            25378.13        |              485510.05   
           1024         |       0.04       |              0.00        |            25383.82        |              554868.63   
           1024         |       0.04       |              0.00        |            25389.51        |              634135.58   
           1024         |       0.04       |              0.00        |            25395.20        |              724726.38   
           1024         |       0.04       |              0.00        |            25400.89        |              828258.71   
           1024         |       0.04       |              0.00        |            25406.58        |              946581.39   
           1024         |       0.04       |              0.00        |            25412.27        |             1081807.30   
           1024         |       0.04       |              0.00        |            25417.96        |             1236351.20   
           1024         |       0.04       |              0.00        |            25423.64        |             1412972.80   
           1024         |       0.04       |              0.00        |            25429.33        |             1614826.06   
           1024         |       0.04       |              0.00        |            25435.02        |             1845515.50   
           1024         |       0.04       |              0.13        |            25300.15        |                8160.31   
           1024         |       0.04       |              0.11        |            25305.81        |                9326.06   
           1024         |       0.04       |              0.10        |            25311.47        |               10658.36   
           1024         |       0.04       |              0.08        |            25317.13        |               12180.98   
           1024         |       0.04       |              0.07        |            25322.78        |               13921.12   
           1024         |       0.04       |              0.06        |            25328.44        |               15909.85   
           1024         |       0.04       |              0.06        |            25334.10        |               18182.69   
           1024         |       0.04       |              0.05        |            25339.76        |               20780.21   
           1024         |       0.04       |              0.04        |            25345.41        |               23748.82   
           1024         |       0.04       |              0.04        |            25351.07        |               27141.51   
           1024         |       0.04       |              0.03        |            25356.73        |               31018.86   
           1024         |       0.04       |              0.03        |            25362.39        |               35450.13   
           1024         |       0.04       |              0.03        |            25368.04        |               40514.43   
           1024         |       0.04       |              0.02        |            25373.70        |               46302.21   
           1024         |       0.04       |              0.14        |            25239.91        |                7093.81   
           1024         |       0.04       |              0.13        |            25245.54        |                8107.22   
           1024         |       0.04       |              0.11        |            25251.16        |                9265.39   
           1024         |       0.04       |              0.10        |            25256.79        |               10589.02   
           1024         |       0.04       |              0.08        |            25262.42        |               12101.73   
           1024         |       0.04       |              0.07        |            25268.04        |               13830.55   
           1024         |       0.04       |              0.06        |            25273.67        |               15806.34   
           1024         |       0.04       |              0.06        |            25279.30        |               18064.39   
           1024         |       0.04       |              0.05        |            25284.92        |               20645.02   
           1024         |       0.04       |              0.04        |            25290.55        |               23594.31   
           1024         |       0.04       |              0.04        |            25296.18        |               26964.93   
           1024         |       0.04       |              0.03        |            25301.80        |               30817.06   
           1024         |       0.04       |              0.03        |            25307.43        |               35219.50   
           1024         |       0.04       |              0.03        |            25313.05        |               40250.85   
           1024         |       0.04       |              0.02        |            25318.68        |               46000.97   
           1024         |       0.04       |              0.02        |            25324.31        |               52572.54   
           1024         |       0.04       |              0.02        |            25329.93        |               60082.91   
           1024         |       0.04       |              0.01        |            25335.56        |               68666.18   
           1024         |       0.04       |              0.01        |            25341.19        |               78475.63   
           1024         |       0.04       |              0.01        |            25346.81        |               89686.44   
           1024         |       0.04       |              0.01        |            25352.44        |              102498.78   
           1024         |       0.04       |              0.01        |            25358.07        |              117141.47   
           1024         |       0.04       |              0.13        |            25225.09        |                7719.63   
           1024         |       0.04       |              0.12        |            25230.69        |                8822.43   
           1024         |       0.04       |              0.10        |            25236.28        |               10082.78   
           1024         |       0.04       |              0.09        |            25241.88        |               11523.18   
           1024         |       0.04       |              0.08        |            25247.48        |               13169.35   
           1024         |       0.04       |              0.07        |            25253.07        |               15050.68   
           1024         |       0.04       |              0.06        |            25258.67        |               17200.78   
           1024         |       0.04       |              0.05        |            25264.26        |               19658.03   
           1024         |       0.04       |              0.05        |            25269.86        |               22466.32   
           1024         |       0.04       |              0.04        |            25275.45        |               25675.80   
           1024         |       0.04       |              0.03        |            25281.05        |               29343.77   
           1024         |       0.04       |              0.16        |            25149.22        |                6583.74   
           1024         |       0.04       |              0.14        |            25154.78        |                7524.28   
           1024         |       0.04       |              0.12        |            25160.35        |                8599.18   
           1024         |       0.04       |              0.10        |            25165.91        |                9827.63   
           1024         |       0.04       |              0.09        |            25171.48        |               11231.58   
           1024         |       0.04       |              0.08        |            25177.04        |               12836.09   
           1024         |       0.04       |              0.19        |            25046.49        |                5256.59   
           1024         |       0.04       |              0.17        |            25052.02        |                6007.53   
           1024         |       0.04       |              0.15        |            25057.56        |                6865.75   
           1024         |       0.04       |              0.13        |            25063.09        |                7846.57   
           1024         |       0.04       |              0.11        |            25068.63        |                8967.51   
           1024         |       0.04       |              0.10        |            25074.16        |               10248.58   
           1024         |       0.04       |              0.09        |            25079.70        |               11712.66   
           1024         |       0.04       |              0.08        |            25085.23        |               13385.90   
           1024         |       0.04       |              0.07        |            25090.77        |               15298.17   
           1024         |       0.04       |              0.06        |            25096.30        |               17483.62   
           1024         |       0.04       |              0.05        |            25101.84        |               19981.28   
           1024         |       0.04       |              0.04        |            25107.37        |               22835.75   
           1024         |       0.04       |              0.04        |            25112.91        |               26098.00   
           1024         |       0.04       |              0.03        |            25118.44        |               29826.29   
           1024         |       0.04       |              0.03        |            25123.98        |               34087.18   
           1024         |       0.04       |              0.03        |            25129.51        |               38956.78   
           1024         |       0.04       |              0.02        |            25135.05        |               44522.04   
           1024         |       0.04       |              0.02        |            25140.58        |               50882.33   
           1024         |       0.04       |              0.14        |            25010.92        |                7180.46   
           1024         |       0.04       |              0.12        |            25016.43        |                8206.24   
           1024         |       0.04       |              0.11        |            25021.94        |                9378.56   
           1024         |       0.04       |              0.10        |            25027.44        |               10718.35   
           1024         |       0.04       |              0.08        |            25032.95        |               12249.55   
           1024         |       0.04       |              0.07        |            25038.45        |               13999.48   
           1024         |       0.04       |              0.06        |            25043.96        |               15999.41   
           1024         |       0.04       |              0.06        |            25049.46        |               18285.04   
           1024         |       0.04       |              0.05        |            25054.97        |               20897.19   
           1024         |       0.04       |              0.04        |            25060.47        |               23882.50   
           1024         |       0.04       |              0.04        |            25065.98        |               27294.28   
           1024         |       0.04       |              0.03        |            25071.48        |               31193.47   
           1024         |       0.04       |              0.03        |            25076.99        |               35649.68   
           1024         |       0.04       |              0.03        |            25082.49        |               40742.49   
           1024         |       0.04       |              0.02        |            25088.00        |               46562.84   
           1024         |       0.04       |              0.02        |            25093.51        |               53214.68   
           1024         |       0.04       |              0.02        |            25099.01        |               60816.78   
           1024         |       0.04       |              0.01        |            25104.52        |               69504.89   
           1024         |       0.04       |              0.01        |            25110.02        |               79434.16   
           1024         |       0.04       |              0.01        |            25115.53        |               90781.89   
           1024         |       0.04       |              0.01        |            25121.03        |              103750.73   
           1024         |       0.04       |              0.01        |            25126.54        |              118572.27   
           1024         |       0.04       |              0.01        |            25132.04        |              135511.16   
           1024         |       0.04       |              0.13        |            25003.12        |                7780.45   
           1024         |       0.04       |              0.12        |            25008.60        |                8891.94   
           1024         |       0.04       |              0.10        |            25014.07        |               10162.21   
           1024         |       0.04       |              0.09        |            25019.55        |               11613.96   
           1024         |       0.04       |              0.08        |            25025.03        |               13273.10   
           1024         |       0.04       |              0.07        |            25030.50        |               15169.25   
           1024         |       0.04       |              0.06        |            25035.98        |               17336.29   
           1024         |       0.04       |              0.05        |            25041.45        |               19812.90   
           1024         |       0.04       |              0.05        |            25046.93        |               22643.32   
           1024         |       0.04       |              0.04        |            25052.41        |               25878.08   
           1024         |       0.04       |              0.03        |            25057.88        |               29574.94   
           1024         |       0.04       |              0.03        |            25063.36        |               33799.94   
           1024         |       0.04       |              0.03        |            25068.83        |               38628.50   
           1024         |       0.04       |              0.02        |            25074.31        |               44146.86   
           1024         |       0.04       |              0.02        |            25079.79        |               50453.55   
           1024         |       0.04       |              0.02        |            25085.26        |               57661.20   
           1024         |       0.04       |              0.02        |            25090.74        |               65898.51   
           1024         |       0.04       |              0.01        |            25096.21        |               75312.59   
           1024         |       0.04       |              0.01        |            25101.69        |               86071.53   
           1024         |       0.04       |              0.01        |            25107.17        |               98367.46   
           1024         |       0.04       |              0.01        |            25112.64        |              112419.95   
           1024         |       0.04       |              0.01        |            25118.12        |              128479.95   
           1024         |       0.04       |              0.01        |            25123.59        |              146834.23   
           1024         |       0.04       |              0.01        |            25129.07        |              167810.54   
           1024         |       0.04       |              0.01        |            25134.55        |              191783.48   
           1024         |       0.04       |              0.00        |            25140.02        |              219181.12   
           1024         |       0.04       |              0.00        |            25145.50        |              250492.71   
           1024         |       0.04       |              0.00        |            25150.97        |              286277.38   
           1024         |       0.04       |              0.00        |            25156.45        |              327174.15   
           1024         |       0.04       |              0.00        |            25161.93        |              373913.31   
           1024         |       0.04       |              0.13        |            25033.53        |                8037.91   
           1024         |       0.04       |              0.11        |            25038.98        |                9186.18   
           1024         |       0.04       |              0.10        |            25044.43        |               10498.50   
           1024         |       0.04       |              0.09        |            25049.87        |               11998.28   
           1024         |       0.04       |              0.07        |            25055.32        |               13712.32   
           1024         |       0.04       |              0.07        |            25060.77        |               15671.23   
           1024         |       0.04       |              0.06        |            25066.21        |               17909.97   
           1024         |       0.04       |              0.05        |            25071.66        |               20468.54   
           1024         |       0.04       |              0.04        |            25077.11        |               23392.62   
           1024         |       0.04       |              0.04        |            25082.55        |               26734.42   
           1024         |       0.04       |              0.03        |            25088.00        |               30553.62   
           1024         |       0.04       |              0.03        |            25093.45        |               34918.42   
           1024         |       0.04       |              0.03        |            25098.89        |               39906.77   
           1024         |       0.04       |              0.02        |            25104.34        |               45607.74   
           1024         |       0.04       |              0.02        |            25109.79        |               52123.13   
           1024         |       0.04       |              0.02        |            25115.23        |               59569.29   
           1024         |       0.04       |              0.02        |            25120.68        |               68079.19   
           1024         |       0.04       |              0.01        |            25126.13        |               77804.79   
           1024         |       0.04       |              0.01        |            25131.57        |               88919.76   
           1024         |       0.04       |              0.01        |            25137.02        |              101622.58   
           1024         |       0.04       |              0.01        |            25142.47        |              116140.09   
           1024         |       0.04       |              0.01        |            25147.91        |              132731.53   
           1024         |       0.04       |              0.01        |            25153.36        |              151693.18   
           1024         |       0.04       |              0.01        |            25158.81        |              173363.63   
           1024         |       0.04       |              0.01        |            25164.26        |              198129.87   
           1024         |       0.04       |              0.00        |            25169.70        |              226434.13   
           1024         |       0.04       |              0.00        |            25175.15        |              258781.87   
           1024         |       0.04       |              0.00        |            25180.60        |              295750.70   
           1024         |       0.04       |              0.00        |            25186.04        |              338000.80   
           1024         |       0.04       |              0.00        |            25191.49        |              386286.63   
           1024         |       0.04       |              0.00        |            25196.94        |              441470.44   
           1024         |       0.04       |              0.00        |            25202.38        |              504537.64   
           1024         |       0.04       |              0.00        |            25207.83        |              576614.45   
           1024         |       0.04       |              0.00        |            25213.28        |              658987.94   
           1024         |       0.04       |              0.00        |            25218.72        |              753129.08   
           1024         |       0.04       |              0.00        |            25224.17        |              860718.95   
           1024         |       0.04       |              0.00        |            25229.62        |              983678.80   
