
   Bytes sent (11545769)   |   Avg RTT (ms)   |   Estimated RTT (ms)   |   Avg Bandwidth (KB/s)   |   Estimated Bandwidth (KB/s)   
           1024         |       0.04       |              0.03        |            27545.60        |               31138.05   
           1024         |       0.04       |              0.03        |            27579.73        |               35586.35   
           1024         |       0.04       |              0.03        |            27613.87        |               40670.11   
           1024         |       0.04       |              0.02        |            27648.00        |               46480.13   
           1024         |       0.04       |              0.02        |            27682.13        |               53120.15   
           1024         |       0.04       |              0.02        |            27716.27        |               60708.74   
           1024         |       0.04       |              0.01        |            27750.40        |               69381.42   
           1024         |       0.04       |              0.01        |            27784.53        |               79293.05   
           1024         |       0.04       |              0.01        |            27818.67        |               90620.62   
           1024         |       0.04       |              0.01        |            27852.80        |              103566.43   
           1024         |       0.04       |              0.01        |            27886.93        |              118361.63   
           1024         |       0.04       |              0.01        |            27921.07        |              135270.44   
           1024         |       0.04       |              0.01        |            27955.20        |              154594.78   
           1024         |       0.04       |              0.01        |            27989.33        |              176679.75   
           1024         |       0.04       |              0.01        |            28023.47        |              201919.72   
           1024         |       0.04       |              0.00        |            28057.60        |              230765.39   
           1024         |       0.04       |              0.00        |            28091.73        |              263731.88   
           1024         |       0.04       |              0.00        |            28125.87        |              301407.86   
           1024         |       0.04       |              0.00        |            28160.00        |              344466.12   
           1024         |       0.04       |              0.00        |            28194.13        |              393675.57   
           1024         |       0.04       |              0.00        |            28228.27        |              449914.94   
           1024         |       0.04       |              0.00        |            28262.40        |              514188.50   
           1024         |       0.04       |              0.00        |            28296.53        |              587644.00   
           1024         |       0.04       |              0.00        |            28330.67        |              671593.14   
           1024         |       0.04       |              0.00        |            28364.80        |              767535.02   
           1024         |       0.04       |              0.00        |            28398.93        |              877182.88   
           1024         |       0.04       |              0.00        |            28433.07        |             1002494.72   
           1024         |       0.04       |              0.00        |            28467.20        |             1145708.25   
           1024         |       0.04       |              0.00        |            28501.33        |             1309380.86   
           1024         |       0.04       |              0.00        |            28535.47        |             1496435.27   
           1024         |       0.04       |              0.00        |            28569.60        |             1710211.74   
           1024         |       0.04       |              0.00        |            28603.73        |             1954527.70   
           1024         |       0.04       |              0.00        |            28637.87        |             2233745.94   
           1024         |       0.04       |              0.00        |            28672.00        |             2552852.51   
           1024         |       0.04       |              0.13        |            27780.13        |                8169.06   
           1024         |       0.04       |              0.11        |            27813.16        |                9336.07   
           1024         |       0.04       |              0.10        |            27846.19        |               10669.80   
           1024         |       0.04       |              0.08        |            27879.23        |               12194.05   
           1024         |       0.04       |              0.07        |            27912.26        |               13936.06   
           1024         |       0.04       |              0.06        |            27945.29        |               15926.93   
           1024         |       0.04       |              0.06        |            27978.32        |               18202.20   
           1024         |       0.04       |              0.05        |            28011.35        |               20802.52   
           1024         |       0.04       |              0.04        |            28044.39        |               23774.30   
           1024         |       0.04       |              0.04        |            28077.42        |               27170.63   
           1024         |       0.04       |              0.03        |            28110.45        |               31052.15   
           1024         |       0.04       |              0.03        |            28143.48        |               35488.17   
           1024         |       0.04       |              0.03        |            28176.52        |               40557.91   
           1024         |       0.04       |              0.02        |            28209.55        |               46351.90   
           1024         |       0.04       |              0.02        |            28242.58        |               52973.60   
           1024         |       0.04       |              0.02        |            28275.61        |               60541.26   
           1024         |       0.04       |              0.01        |            28308.65        |               69190.01   
           1024         |       0.04       |              0.01        |            28341.68        |               79074.29   
           1024         |       0.04       |              0.01        |            28374.71        |               90370.62   
           1024         |       0.04       |              0.01        |            28407.74        |              103280.71   
           1024         |       0.04       |              0.01        |            28440.77        |              118035.10   
           1024         |       0.04       |              0.01        |            28473.81        |              134897.25   
           1024         |       0.04       |              0.01        |            28506.84        |              154168.29   
           1024         |       0.04       |              0.01        |            28539.87        |              176192.33   
           1024         |       0.04       |              0.01        |            28572.90        |              201362.67   
           1024         |       0.04       |              0.00        |            28605.94        |              230128.76   
           1024         |       0.04       |              0.00        |            28638.97        |              263004.30   
           1024         |       0.04       |              0.00        |            28672.00        |              300576.34   
           1024         |       0.04       |              0.00        |            28705.03        |              343515.82   
           1024         |       0.04       |              0.00        |            28738.06        |              392589.51   
           1024         |       0.04       |              0.00        |            28771.10        |              448673.72   
           1024         |       0.04       |              0.00        |            28804.13        |              512769.97   
           1024         |       0.04       |              0.00        |            28837.16        |              586022.82   
           1024         |       0.04       |              0.00        |            28870.19        |              669740.36   
           1024         |       0.04       |              0.00        |            28903.23        |              765417.56   
           1024         |       0.04       |              0.00        |            28936.26        |              874762.92   
           1024         |       0.04       |              0.00        |            28969.29        |              999729.06   
           1024         |       0.04       |              0.00        |            29002.32        |             1142547.49   
           1024         |       0.04       |              0.00        |            29035.35        |             1305768.56   
           1024         |       0.04       |              0.00        |            29068.39        |             1492306.93   
           1024         |       0.04       |              0.00        |            29101.42        |             1705493.63   
           1024         |       0.04       |              0.00        |            29134.45        |             1949135.58   
           1024         |       0.04       |              0.00        |            29167.48        |             2227583.52   
           1024         |       0.04       |              0.00        |            29200.52        |             2545809.74   
           1024         |       0.03       |              0.00        |            29233.55        |             2909496.84   
           1024         |       0.03       |              0.00        |            29266.58        |             3325139.25   
           1024         |       0.03       |              0.00        |            29299.61        |             3800159.14   
           1024         |       0.03       |              0.00        |            29332.65        |             4343039.02   
           1024         |       0.03       |              0.00        |            29365.68        |             4963473.16   
           1024         |       0.03       |              0.00        |            29398.71        |             5672540.76   
           1024         |       0.04       |              0.13        |            28512.00        |                8181.66   
           1024         |       0.04       |              0.11        |            28544.00        |                9350.47   
           1024         |       0.04       |              0.10        |            28576.00        |               10686.25   
           1024         |       0.04       |              0.08        |            28608.00        |               12212.86   
           1024         |       0.04       |              0.07        |            28640.00        |               13957.55   
           1024         |       0.04       |              0.06        |            28672.00        |               15951.49   
           1024         |       0.04       |              0.06        |            28704.00        |               18230.27   
           1024         |       0.04       |              0.05        |            28736.00        |               20834.60   
           1024         |       0.04       |              0.04        |            28768.00        |               23810.97   
           1024         |       0.04       |              0.04        |            28800.00        |               27212.54   
           1024         |       0.04       |              0.03        |            28832.00        |               31100.04   
           1024         |       0.04       |              0.03        |            28864.00        |               35542.90   
           1024         |       0.04       |              0.03        |            28896.00        |               40620.46   
           1024         |       0.04       |              0.02        |            28928.00        |               46423.39   
           1024         |       0.04       |              0.02        |            28960.00        |               53055.30   
           1024         |       0.04       |              0.02        |            28992.00        |               60634.63   
           1024         |       0.04       |              0.01        |            29024.00        |               69296.72   
           1024         |       0.04       |              0.01        |            29056.00        |               79196.25   
           1024         |       0.04       |              0.01        |            29088.00        |               90510.00   
           1024         |       0.04       |              0.01        |            29120.00        |              103440.00   
           1024         |       0.04       |              0.01        |            29152.00        |              118217.14   
           1024         |       0.04       |              0.01        |            29184.00        |              135105.30   
           1024         |       0.04       |              0.01        |            29216.00        |              154406.06   
           1024         |       0.03       |              0.01        |            29248.00        |              176464.07   
           1024         |       0.03       |              0.01        |            29280.00        |              201673.22   
           1024         |       0.03       |              0.00        |            29312.00        |              230483.68   
           1024         |       0.03       |              0.00        |            29344.00        |              263409.92   
           1024         |       0.03       |              0.00        |            29376.00        |              301039.91   
           1024         |       0.03       |              0.00        |            29408.00        |              344045.61   
           1024         |       0.03       |              0.00        |            29440.00        |              393194.98   
           1024         |       0.03       |              0.00        |            29472.00        |              449365.69   
           1024         |       0.03       |              0.00        |            29504.00        |              513560.79   
           1024         |       0.03       |              0.00        |            29536.00        |              586926.62   
           1024         |       0.03       |              0.00        |            29568.00        |              670773.28   
           1024         |       0.04       |              0.13        |            28703.03        |                8105.38   
           1024         |       0.04       |              0.11        |            28734.06        |                9263.30   
           1024         |       0.04       |              0.10        |            28765.09        |               10586.62   
           1024         |       0.04       |              0.08        |            28796.12        |               12099.00   
           1024         |       0.04       |              0.07        |            28827.15        |               13827.43   
           1024         |       0.04       |              0.06        |            28858.18        |               15802.77   
           1024         |       0.04       |              0.06        |            28889.21        |               18060.31   
           1024         |       0.04       |              0.05        |            28920.24        |               20640.36   
           1024         |       0.04       |              0.04        |            28951.27        |               23588.98   
           1024         |       0.04       |              0.04        |            28982.30        |               26958.84   
           1024         |       0.04       |              0.03        |            29013.33        |               30810.10   
           1024         |       0.04       |              0.03        |            29044.36        |               35211.54   
           1024         |       0.04       |              0.03        |            29075.39        |               40241.76   
           1024         |       0.04       |              0.02        |            29106.42        |               45990.58   
           1024         |       0.04       |              0.02        |            29137.45        |               52560.67   
           1024         |       0.04       |              0.02        |            29168.48        |               60069.33   
           1024         |       0.04       |              0.01        |            29199.52        |               68650.67   
           1024         |       0.03       |              0.01        |            29230.55        |               78457.91   
           1024         |       0.03       |              0.01        |            29261.58        |               89666.18   
           1024         |       0.03       |              0.01        |            29292.61        |              102475.63   
           1024         |       0.03       |              0.01        |            29323.64        |              117115.01   
           1024         |       0.03       |              0.01        |            29354.67        |              133845.73   
           1024         |       0.03       |              0.01        |            29385.70        |              152966.54   
           1024         |       0.03       |              0.01        |            29416.73        |              174818.91   
           1024         |       0.03       |              0.01        |            29447.76        |              199793.04   
           1024         |       0.03       |              0.00        |            29478.79        |              228334.90   
           1024         |       0.03       |              0.00        |            29509.82        |              260954.17   
           1024         |       0.03       |              0.00        |            29540.85        |              298233.34   
           1024         |       0.03       |              0.00        |            29571.88        |              340838.10   
           1024         |       0.03       |              0.00        |            29602.91        |              389529.26   
           1024         |       0.03       |              0.00        |            29633.94        |              445176.29   
           1024         |       0.03       |              0.00        |            29664.97        |              508772.91   
           1024         |       0.03       |              0.00        |            29696.00        |              581454.75   
           1024         |       0.03       |              0.00        |            29727.03        |              664519.71   
           1024         |       0.03       |              0.00        |            29758.06        |              759451.10   
           1024         |       0.03       |              0.00        |            29789.09        |              867944.12   
           1024         |       0.03       |              0.00        |            29820.12        |              991936.13   
           1024         |       0.03       |              0.00        |            29851.15        |             1133641.29   
           1024         |       0.03       |              0.00        |            29882.18        |             1295590.05   
           1024         |       0.03       |              0.00        |            29913.21        |             1480674.34   
           1024         |       0.03       |              0.00        |            29944.24        |             1692199.25   
           1024         |       0.03       |              0.00        |            29975.27        |             1933942.00   
           1024         |       0.03       |              0.00        |            30006.30        |             2210219.43   
           1024         |       0.03       |              0.00        |            30037.33        |             2525965.06   
           1024         |       0.03       |              0.00        |            30068.36        |             2886817.21   
           1024         |       0.03       |              0.00        |            30099.39        |             3299219.67   
           1024         |       0.03       |              0.00        |            30130.42        |             3770536.77   
           1024         |       0.03       |              0.00        |            30161.45        |             4309184.88   
           1024         |       0.03       |              0.00        |            30192.48        |             4924782.71   
           1024         |       0.03       |              0.00        |            30223.52        |             5628323.10   
           1024         |       0.03       |              0.00        |            30254.55        |             6432369.26   
           1024         |       0.03       |              0.00        |            30285.58        |             7351279.15   
           1024         |       0.03       |              0.13        |            29424.94        |                8184.02   
           1024         |       0.03       |              0.11        |            29455.06        |                9353.17   
           1024         |       0.03       |              0.10        |            29485.18        |               10689.33   
           1024         |       0.03       |              0.08        |            29515.29        |               12216.38   
           1024         |       0.03       |              0.07        |            29545.41        |               13961.58   
           1024         |       0.03       |              0.06        |            29575.53        |               15956.09   
           1024         |       0.03       |              0.06        |            29605.65        |               18235.53   
           1024         |       0.03       |              0.05        |            29635.76        |               20840.60   
           1024         |       0.03       |              0.04        |            29665.88        |               23817.83   
           1024         |       0.03       |              0.04        |            29696.00        |               27220.38   
           1024         |       0.03       |              0.03        |            29726.12        |               31109.01   
           1024         |       0.03       |              0.03        |            29756.24        |               35553.15   
           1024         |       0.03       |              0.03        |            29786.35        |               40632.17   
           1024         |       0.03       |              0.02        |            29816.47        |               46436.77   
           1024         |       0.03       |              0.02        |            29846.59        |               53070.59   
           1024         |       0.03       |              0.02        |            29876.71        |               60652.11   
           1024         |       0.03       |              0.01        |            29906.82        |               69316.69   
           1024         |       0.03       |              0.01        |            29936.94        |               79219.08   
           1024         |       0.03       |              0.01        |            29967.06        |               90536.09   
           1024         |       0.03       |              0.01        |            29997.18        |              103469.82   
           1024         |       0.03       |              0.01        |            30027.29        |              118251.22   
           1024         |       0.03       |              0.01        |            30057.41        |              135144.25   
           1024         |       0.03       |              0.01        |            30087.53        |              154450.57   
           1024         |       0.03       |              0.01        |            30117.65        |              176514.94   
           1024         |       0.03       |              0.01        |            30147.76        |              201731.36   
           1024         |       0.03       |              0.00        |            30177.88        |              230550.12   
           1024         |       0.03       |              0.00        |            30208.00        |              263485.85   
           1024         |       0.03       |              0.00        |            30238.12        |              301126.69   
           1024         |       0.03       |              0.00        |            30268.24        |              344144.79   
           1024         |       0.03       |              0.00        |            30298.35        |              393308.33   
           1024         |       0.03       |              0.00        |            30328.47        |              449495.24   
           1024         |       0.03       |              0.00        |            30358.59        |              513708.84   
           1024         |       0.03       |              0.00        |            30388.71        |              587095.82   
           1024         |       0.03       |              0.00        |            30418.82        |              670966.65   
           1024         |       0.03       |              0.13        |            29578.97        |                8105.41   
           1024         |       0.03       |              0.11        |            29608.23        |                9263.32   
           1024         |       0.04       |              0.22        |            28814.22        |                4618.32   
           1024         |       0.04       |              0.19        |            28842.67        |                5278.08   
           1024         |       0.04       |              0.17        |            28871.11        |                6032.09   
           1024         |       0.04       |              0.15        |            28899.56        |                6893.82   
           1024         |       0.04       |              0.13        |            28928.00        |                7878.65   
           1024         |       0.04       |              0.11        |            28956.44        |                9004.18   
           1024         |       0.04       |              0.10        |            28984.89        |               10290.49   
           1024         |       0.04       |              0.09        |            29013.33        |               11760.56   
           1024         |       0.04       |              0.08        |            29041.78        |               13440.64   
           1024         |       0.04       |              0.07        |            29070.22        |               15360.73   
           1024         |       0.04       |              0.06        |            29098.67        |               17555.12   
           1024         |       0.04       |              0.05        |            29127.11        |               20062.99   
           1024         |       0.04       |              0.04        |            29155.56        |               22929.13   
           1024         |       0.04       |              0.04        |            29184.00        |               26204.72   
           1024         |       0.04       |              0.03        |            29212.44        |               29948.25   
           1024         |       0.03       |              0.03        |            29240.89        |               34226.58   
           1024         |       0.03       |              0.03        |            29269.33        |               39116.09   
           1024         |       0.03       |              0.02        |            29297.78        |               44704.10   
           1024         |       0.03       |              0.02        |            29326.22        |               51090.40   
           1024         |       0.03       |              0.02        |            29354.67        |               58389.03   
           1024         |       0.03       |              0.02        |            29383.11        |               66730.32   
           1024         |       0.03       |              0.01        |            29411.56        |               76263.22   
           1024         |       0.03       |              0.01        |            29440.00        |               87157.97   
           1024         |       0.03       |              0.01        |            29468.44        |               99609.10   
           1024         |       0.03       |              0.01        |            29496.89        |              113838.98   
           1024         |       0.03       |              0.01        |            29525.33        |              130101.69   
           1024         |       0.03       |              0.01        |            29553.78        |              148687.64   
           1024         |       0.03       |              0.01        |            29582.22        |              169928.73   
           1024         |       0.03       |              0.01        |            29610.67        |              194204.27   
           1024         |       0.03       |              0.00        |            29639.11        |              221947.73   
           1024         |       0.03       |              0.00        |            29667.56        |              253654.55   
           1024         |       0.03       |              0.00        |            29696.00        |              289890.92   
           1024         |       0.03       |              0.00        |            29724.44        |              331303.91   
           1024         |       0.03       |              0.00        |            29752.89        |              378633.04   
           1024         |       0.03       |              0.00        |            29781.33        |              432723.47   
           1024         |       0.03       |              0.00        |            29809.78        |              494541.11   
           1024         |       0.03       |              0.00        |            29838.22        |              565189.84   
           1024         |       0.04       |              0.13        |            29059.46        |                8089.41   
           1024         |       0.04       |              0.11        |            29087.14        |                9245.04   
           1024         |       0.04       |              0.10        |            29114.81        |               10565.76   
           1024         |       0.04       |              0.08        |            29142.49        |               12075.15   
           1024         |       0.04       |              0.07        |            29170.16        |               13800.17   
           1024         |       0.04       |              0.06        |            29197.84        |               15771.62   
           1024         |       0.04       |              0.06        |            29225.51        |               18024.71   
           1024         |       0.03       |              0.05        |            29253.19        |               20599.67   
           1024         |       0.03       |              0.04        |            29280.86        |               23542.48   
           1024         |       0.03       |              0.04        |            29308.54        |               26905.69   
           1024         |       0.03       |              0.03        |            29336.22        |               30749.36   
           1024         |       0.03       |              0.03        |            29363.89        |               35142.13   
           1024         |       0.03       |              0.03        |            29391.57        |               40162.43   
           1024         |       0.03       |              0.02        |            29419.24        |               45899.92   
           1024         |       0.04       |              0.14        |            28672.00        |                7085.49   
           1024         |       0.04       |              0.13        |            28698.95        |                8097.70   
           1024         |       0.04       |              0.24        |            27989.33        |                4345.45   
           1024         |       0.04       |              0.21        |            28015.59        |                4966.23   
           1024         |       0.04       |              0.18        |            28041.85        |                5675.69   
           1024         |       0.04       |              0.16        |            28068.10        |                6486.51   
           1024         |       0.04       |              0.14        |            28094.36        |                7413.15   
           1024         |       0.04       |              0.12        |            28120.62        |                8472.17   
           1024         |       0.04       |              0.11        |            28146.87        |                9682.48   
           1024         |       0.04       |              0.09        |            28173.13        |               11065.69   
           1024         |       0.04       |              0.08        |            28199.38        |               12646.50   
           1024         |       0.04       |              0.07        |            28225.64        |               14453.15   
           1024         |       0.04       |              0.06        |            28251.90        |               16517.88   
           1024         |       0.04       |              0.05        |            28278.15        |               18877.58   
           1024         |       0.04       |              0.05        |            28304.41        |               21574.38   
           1024         |       0.04       |              0.04        |            28330.67        |               24656.43   
           1024         |       0.04       |              0.04        |            28356.92        |               28178.78   
           1024         |       0.04       |              0.03        |            28383.18        |               32204.32   
           1024         |       0.04       |              0.03        |            28409.44        |               36804.94   
           1024         |       0.04       |              0.15        |            27724.80        |                6856.63   
           1024         |       0.04       |              0.13        |            27750.40        |                7836.15   
           1024         |       0.04       |              0.11        |            27776.00        |                8955.59   
           1024         |       0.04       |              0.10        |            27801.60        |               10234.97   
           1024         |       0.04       |              0.09        |            27827.20        |               11697.10   
           1024         |       0.04       |              0.08        |            27852.80        |               13368.12   
           1024         |       0.04       |              0.07        |            27878.40        |               15277.85   
           1024         |       0.04       |              0.06        |            27904.00        |               17460.40   
           1024         |       0.04       |              0.05        |            27929.60        |               19954.74   
           1024         |       0.04       |              0.04        |            27955.20        |               22805.42   
           1024         |       0.04       |              0.04        |            27980.80        |               26063.34   
           1024         |       0.04       |              0.03        |            28006.40        |               29786.67   
           1024         |       0.04       |              0.03        |            28032.00        |               34041.91   
           1024         |       0.04       |              0.03        |            28057.60        |               38905.04   
           1024         |       0.04       |              0.02        |            28083.20        |               44462.90   
           1024         |       0.04       |              0.02        |            28108.80        |               50814.75   
           1024         |       0.04       |              0.02        |            28134.40        |               58073.99   
           1024         |       0.04       |              0.02        |            28160.00        |               66370.28   
           1024         |       0.04       |              0.01        |            28185.60        |               75851.75   
           1024         |       0.04       |              0.01        |            28211.20        |               86687.71   
           1024         |       0.04       |              0.01        |            28236.80        |               99071.67   
           1024         |       0.04       |              0.01        |            28262.40        |              113224.77   
           1024         |       0.04       |              0.01        |            28288.00        |              129399.73   
           1024         |       0.04       |              0.01        |            28313.60        |              147885.41   
           1024         |       0.04       |              0.01        |            28339.20        |              169011.90   
           1024         |       0.04       |              0.01        |            28364.80        |              193156.45   
           1024         |       0.04       |              0.00        |            28390.40        |              220750.23   
           1024         |       0.04       |              0.00        |            28416.00        |              252285.98   
           1024         |       0.04       |              0.00        |            28441.60        |              288326.84   
           1024         |       0.04       |              0.00        |            28467.20        |              329516.38   
           1024         |       0.04       |              0.00        |            28492.80        |              376590.15   
           1024         |       0.04       |              0.00        |            28518.40        |              430388.75   
           1024         |       0.04       |              0.13        |            27847.80        |                8057.80   
           1024         |       0.04       |              0.11        |            27872.78        |                9208.91   
           1024         |       0.04       |              0.10        |            27897.76        |               10524.47   
           1024         |       0.04       |              0.09        |            27922.73        |               12027.97   
           1024         |       0.04       |              0.07        |            27947.71        |               13746.25   
           1024         |       0.04       |              0.07        |            27972.68        |               15710.00   
           1024         |       0.04       |              0.06        |            27997.66        |               17954.29   
           1024         |       0.04       |              0.05        |            28022.63        |               20519.18   
           1024         |       0.04       |              0.04        |            28047.61        |               23450.50   
           1024         |       0.04       |              0.04        |            28072.59        |               26800.57   
           1024         |       0.04       |              0.03        |            28097.56        |               30629.22   
           1024         |       0.04       |              0.03        |            28122.54        |               35004.82   
           1024         |       0.04       |              0.03        |            28147.51        |               40005.51   
           1024         |       0.04       |              0.02        |            28172.49        |               45720.58   
           1024         |       0.04       |              0.14        |            27526.10        |                7081.74   
           1024         |       0.04       |              0.13        |            27550.48        |                8093.41   
           1024         |       0.04       |              0.11        |            27574.86        |                9249.62   
           1024         |       0.04       |              0.10        |            27599.24        |               10570.99   
           1024         |       0.04       |              0.08        |            27623.62        |               12081.13   
           1024         |       0.04       |              0.07        |            27648.00        |               13807.01   
           1024         |       0.04       |              0.06        |            27672.38        |               15779.44   
           1024         |       0.04       |              0.06        |            27696.76        |               18033.64   
           1024         |       0.04       |              0.05        |            27721.14        |               20609.87   
           1024         |       0.04       |              0.04        |            27745.52        |               23554.14   
           1024         |       0.04       |              0.04        |            27769.90        |               26919.02   
           1024         |       0.04       |              0.03        |            27794.29        |               30764.59   
           1024         |       0.04       |              0.03        |            27818.67        |               35159.54   
           1024         |       0.04       |              0.03        |            27843.05        |               40182.33   
           1024         |       0.04       |              0.02        |            27867.43        |               45922.66   
           1024         |       0.04       |              0.14        |            27243.16        |                7085.96   
           1024         |       0.04       |              0.13        |            27266.98        |                8098.24   
           1024         |       0.04       |              0.11        |            27290.79        |                9255.13   
           1024         |       0.04       |              0.10        |            27314.60        |               10577.30   
           1024         |       0.04       |              0.08        |            27338.42        |               12088.34   
           1024         |       0.04       |              0.07        |            27362.23        |               13815.24   
           1024         |       0.04       |              0.06        |            27386.05        |               15788.85   
           1024         |       0.04       |              0.06        |            27409.86        |               18044.40   
           1024         |       0.04       |              0.05        |            27433.67        |               20622.17   
           1024         |       0.04       |              0.04        |            27457.49        |               23568.20   
           1024         |       0.04       |              0.04        |            27481.30        |               26935.08   
           1024         |       0.04       |              0.03        |            27505.12        |               30782.95   
           1024         |       0.04       |              0.03        |            27528.93        |               35180.52   
           1024         |       0.04       |              0.03        |            27552.74        |               40206.31   
           1024         |       0.04       |              0.02        |            27576.56        |               45950.06   
           1024         |       0.04       |              0.02        |            27600.37        |               52514.36   
           1024         |       0.04       |              0.02        |            27624.19        |               60016.41   
           1024         |       0.04       |              0.01        |            27648.00        |               68590.18   
